Would a humidifier help with my stuffy nose?,"It sounds like you are probably dealing with a case of nasal allergies or sinus congestion, both of which can lead to this persistent stuffy nose. 

A humidifier can help in some cases of nasal congestion. They do this by preventing drying out of the nasal passages at night while you sleep, which can lead to a reactive 'rebound' congestion in the morning. 

However, I think you probably need to consider more definitive treatment of your nasal congestion as well. In particular, if there is a component of allergies or sinus involvement here, then you really need to target those causes if you want to see your symptoms improve. For example, both sinus and nasal allergy problems are best treated with a combination of anti histamine medications and nasal steroid sprays. These are medications that your <a href=""/primary-care-doctors"">primary care doctor</a> can prescribe for you, if they agree that this is a useful line of treatment to pursue. 

In general, I would avoid over the counter nasal decongestants, as these only work for a short period of time and, if used chronically, may actually lead to worsening of symptoms. 

I suggest that you go see your primary care doctor about this issue again for additional help along the lines I mention above. "
If you are allergic to one kind of nut does it mean that you are allergic to all of them?,"The answer to your question is that it depends. The ""tree nuts"" include nuts like almonds, walnuts, and cashews. They are distinct from peanuts, which are actually not nuts at all. However, especially in children, it is quite common to be allergic to both tree nuts and peanuts simultaneously. In adults, it is less common to be allergic to all of these nuts at the same time. 

Furthermore, within the category of 'tree nuts' there are multiple different sub classes. It is possible to be allergic to all tree nuts or only to one sub class of tree nuts. For example, almonds are totally unrelated to walnuts, so many people who are allergic to one are not allergic to another. 

The only way to know this for sure is either to experiment with different nuts, or to have formal allergy testing to figure out which nuts you might be allergic to. Before doing anything, I would discuss the issue with your allergy <a href=""/allergists"">doctor</a>. If you have had a severe reaction to almonds, I definitely would not recommend challenging yourself with another type of nut unless your allergy doctor clears you to do this! Your allergy doctor can also set up the formal allergy testing. "
Can one allergy lead to another?,"It is not the case that one allergy leads to another, in the sense that one food allergy 'triggers' an allergy to another food. However, it is the case that people who are allergic to one food do tend to be allergic to other foods as well. The reason for this probably mostly has to do with the individual genetics of that person, which have predisposed them to be 'allergic' to various foods or other substances in the environment. 

If you are allergic to peanuts, or to any other food, it is important to talk with either your <a href=""/primary-care-doctors"">primary care doctor</a> or an allergy doctor about this issue, if you have not done this already. This is because certain types of allergic reactions can be quite serious, even life threatening. For this reason, most people who have had a serious allergic reaction to a food like peanuts should carry an emergency allergy pen with them at all times in case they come into accidentally contact with a food containing the allergen. 

Your doctor will be able to assess the severity of your reaction and help determine if you need this prescription. They will also be able to give you more general advice about which foods to avoid. "
Why do my eyes water so much when I am sleeping?,"The production of tears is a medical process that is known as lacrimation. The normal function is to lubricate and wash the eyes. There are several conditions which can cause excess lacrimation and therefore cause excess tears. I would recommend that you see your <a href=""/primary-care-doctors"">primary care doctor</a> to investigate and potential treat it.

If this has only recently started, a possible cause of this is an infection. Bacterial conjuctivitis is an infection caused by a bacteria that also causes red eye, eye pain and blurred vision. This often affects only one eye. If this seems like something that is affecting you -- please see your doctor emergently. Viral conjuctivitis often affects both eyes and occurs when a virus infects the eyes. This can cause similar symptoms as bacterial conjuctivitis. Viral conjuctivitis often resolves after 1-2 weeks.

However the most common cause of excess tears is actually allergies. People often can be allergic to various substances -- often on their pillow such as dust mites or other dust particles. This reaction often causes histamine release in the body which can cause increased tears, itchy eyes and potentially nasal symptoms.

I would recommend that you see your primary care doctor to have this evaluated. This may be related to allergies. Good luck!"
What do I do now that I know I have a wheat allergy?,"There are two different types of wheat allergy. The first is detected by blood tests or skin testing by an allergy <a href=""/allergists"">doctor</a> that determines that you have a sensitivity to wheat. In this type of wheat allergy, symptoms can be very variable, from acute allergic reactions, to various skin reactions like <a href=""/procedure/hives-505"">hives</a> or eczema. Typically the symptoms will improve a lot if you simply cut out wheat from your diet, although one caveat is that it is typical for people with one food allergy to have another food allergy also, so you may need to engage in further dietary modifications. Your <a href=""/primary-care-doctors"">primary care doctor</a> or your allergy doctor will be able to help guide you through this process. 

The second type of wheat 'allergy' is something called celiac disease, which is a condition in which consuming a wheat protein called gluten leads to an autoimmune reaction in the intestines. Symptoms include diarrhea, abdominal pain, and weight loss. Fortunately, with celiac disease, most symptoms are likely to resolve completely after a short while, as long as you are able to strictly adhere to a gluten-free diet. 

Both of these types of wheat sensitivity do require regular followup with your doctor, so make sure that you see your primary care doctor or your allergist soon. "
Is Bactrim supposed to cause nausea?,"Bactrim is a sulfonamide antibiotic used to treat infection. It's a relatively commonly prescribed antibiotic. Bactrim is a sulfa- medication, which means that if you have allergies to sulfa medications, then you should probably not take Bactrim. 

In regard to your question, as to whether Bactrim is SUPPOSED to cause nausea. No it is not. But antibiotics, like all other medications, can and do have side effects. It is not uncommon for patients to develop nausea, or some sort of gastrointestinal (""stomach"") irritiation. Many antibiotics can cause stomach upset. And this is a known side effect. It is impossible to predict who will have an adverse reaction to any given medication until you've tried it and have experienced it. Sometimes it helps to take these antibiotics with food, to decrease the irritation you experience and to help reduce nausea. If you are completely intolleratn of this antibiotic, you may need to call your <a href=""/primary-care-doctors"">primary care doctor</a> and get a prescription for a different medication that won't cause nausea, but that covers for your specific infection. 

I would still try to take the bactrim until you get a different antibiotic, or unless your nausea is severe. It is important to treat your infection promptly. 

Speak to your primary care doctor about getting a different antibiotic which may be better tolerated by your stomach and intestines. "
How do you get checked for food and drug allergies?,"There are a few different ways that allergy testing in performed. One way is to measure the amount of antibodies in the bloodstream against specific allergens. Another way is skin testing, which involves injecting small amounts of the allergen into the skin and looking for an allergic reaction. Both of these tests are typically performed by an allergy <a href=""/allergists"">doctor</a>. 

However, it is generally a really bad idea to go looking for allergies without any specific reason. It is exceedingly unlikely that all of your 'small health problems' are related just to a simple allergy. If you have not talked with your <a href=""/primary-care-doctors"">primary care doctor</a> about this plan, you need to do so to get their opinion about what might be causing your multiple small health problems. 

The danger of performing allergy testing without a good reason to do so (meaning, a high suspicion that you a truly allergic to one or more specific allergens) is that the testing is likely going to turn up something that is slightly positive, as these tests are not very specific and are sometimes hard to interpret. Out of context, this positive test might not mean anything. 

Start by getting a formal evaluation for your small health problems with your primary care doctor. They will determine if allergy might be an issue and if it might need to be tested for. "
How do antihistamines help with allergies?,"An allergy is a reaction produced from a trigger (for example: pollen) that causes release of histamines by mast cells in your body. When mast cells are triggered, they release histamines (organic compound produced by your body) which bind specific histamine receptors on various tissues throughout the body, including the blood vessels. The inding of histamine to its receptor causes increased vascular permeability which allows fluids to leak through tissues more readily. This translates into allergic symptoms such as runny nose and watery eyes. Antihistamines are a class of medications that compete with histamines in your body for histamine receptor. By binding the histamine receptor, they prevent actual histamines from binding these receptors, which means the histamines can't exert their effect and cause fluid leakage. What all of this translates to, is decreased symptoms of allergies, such as runny nose, watery eyes and postnasal drip. If you have any of these symptoms, it is certainly worth trying an anti-histamine medication to try to alleviate yout symptoms. There are many common over-the-counter medications that are available at a local pharmacy -- the most common one being Diphenhydramine (Brand name: Benadryl). 

There are many other types of allergy medications if antihistamines are not helpful. Speak to your <a href=""/primary-care-doctors"">primary care doctor</a> about all of the options for your allergies. "
Does stress cause hives?,"Hives, as you probably know, are red, raised, and itchy blotches which tend to come and go on the skin. 

Stress is a known cause of hives, although this is relatively rare, unless you have a history of getting hives from stress or <a href=""/procedure/anxiety-494"">anxiety</a> in the past. 

If not, then you will need to look for other potential causes. It is very common to get hives, for example, in the setting of several infections, especially common viral infections like the cold or the flu. If you have recently had an infection like this, it could explain why you are getting hives. 

Another very common reason for getting hives is because of an allergic reaction, for example to an insect bite or to something that you ate. This is a potentially more serious cause of hives, because it could be a sign of an impending serious allergic reaction. 

You should definitely get in to see your <a href=""/primary-care-doctors"">primary care doctor</a> for help figuring out what is going on. In the meantime, if you have any swelling of your face or tongue, any nausea or vomiting or <a href=""/procedure/abdominal-pain-1063"">abdominal pain</a>, or any trouble breathing, these could all be signs of a very serious allergic reaction, and you would need to go to the emergency room right away. "
Did I develop an egg allergy?,"I will say that it is quite rare for someone to develop a food allergy later in life after being exposed to that food many times without a reaction.  With that said it is possible for you to develop an allergy as our immune system evolves over time.  It just isn't that common.  There are two reasons why you should get this checked out.  First, egg allergies are common and have implications for getting shots every year such as the <a href=""/procedure/flu-shot-134"">flu shot</a> (which contains egg products).  The second reason that you should get this checked out is that your apparent reaction sounds severe.  You never want to ignore a reaction that could close your airway and prevent you from being able to breath.  

I suggest that you schedule an appointment with an allergist.  The reason I want you to see a specialist is that you need allergy testing.  This is where the <a href=""/allergists"">doctor</a> will challenge you with a sample of the allergen (usually with a small injection under the skin) and see if you react to it.  If you do, then you will know that you are allergic to eggs.  If you don't react to it, then you know that the feeling of your throat closing was caused by something else.  "
Why are my allergies so bad?,"There are a couple different reasons why your allergies may be acting up.  First, it is possible that you have developed an allergy to a new substance that your aren't aware of.  This is probably the least likely possibility.  The second possibility is that your reaction to an allergen that you have always been allergic to is now more severe.  Our immune systems do evolve over time which could explain this.  The most likely possibility is that you are now being exposed to an allergen that you weren't previously.  If you recently moved to a new location or if you recently got a new <a href=""/procedure/pet-ct-scan-250"">pet</a>, these are the most likely culprits.  New plants are also possibility.  If you recently starting dating a new person, then a different laundry detergent could be the cause.  

What you need is allergy testing.  This is where an allergist tests you for a reaction to many different types of allergens.  I suggest that you schedule an appointment with an allergist today.  He or she will take a thorough history and begin treatment with anti-allergen medications (such as anti-histamines medications).  You can also schedule allergy testing so you can figure out what you are allergic to and try to limit your exposure.  "
Can hives be an allergic reaction to something I ate?,"<a href=""/procedure/hives-505"">Hives</a> are red, itching blotches that appear on the skin, usually as you suspect in response to an allergic or other sensitizing trigger. For example, although hives are very common with food allergies, as you mention, they can also be caused by other triggers, such as a recent viral infection. Also, a number of medication sensitivities or allergies can cause hives. 

I suggest that you get in to see your <a href=""/primary-care-doctors"">primary care doctor</a> about this issue. They will be able to help you review any potential recent exposures (such as a virus, medication, new laundry detergent, etc) to see if an offending agent can be identified. They can also give you suggestions about what medications you can take to relieve the itching if the hives recur. 

Occasionally, hives can be a sign of a serious allergic reaction that requires emergency medical attention. In particular, if you notice any swelling of the face, lips or tongue, or if you have any trouble swallowing or breathing, you need to seek immediate medical help in an emergency room, as these, together with the hives, may be signs of a life threatening allergic reaction known as anaphylaxis. 

Assuming you do not have any of these serious symptoms, you can just make the appointment with your primary care doctor at your earliest convenience. "
Can someone be allergic to fruit?,"While an allergy to a fruit is a bit less common than other types of foods such as peanuts and fish, it certainly is possible.  Anytime you develop a bad reaction to eating a food, you should make note of what you ate in the meal to see what it could be.  In this case, I think it is unlikely that you are allergic to apricots.  This is because <a href=""/procedure/diarrhea-1117"">diarrhea</a> is usually not the only symptom one gets from eating a food.  While diarrhea can occur, reactions that are typical of food allergies are <a href=""/procedure/hives-505"">hives</a>, flushing, and sometimes difficulty breathing.  Diarrhea can occur because of a food, but that has more to do with your digestive system than an allergy.

If you have a similar reaction again to another food, or if you develop one of the above mentioned symptoms of diarrhea, then you should get tested for that allergy.  To do this, you will need to schedule an appointment with an allergist.  An allergist is a specialist who can perform allergy testing which can help get to the bottom of what you may be allergic to.  This way, you will know what types of foods you need to avoid, and which ones are not that worrisome."
Why do people get hives?,"The medical term for ""<a href=""/procedure/hives-505"">hives</a>"" is urticaria, which refers to the pale/red raised itchy rash that occurs, often associated with an allergic response. There are actually different general categories of urticaria; acute and chronic. Acute urticaria is almost always due to an allergic response. Chronic urticaria (usually lasting more than 6 weeks) on the other hand is rarely due to an allergic source. Judging by the information that you have provided, it doesn't sound like you have a case of chronic urticaria. However, without being able to examine you, or take a thorough history, I won't be able to give you an exact answer about what may have caused your urticaria in the first place. The swelling and itchy rash that occurs is secondary to histamine release from mast cells (regardless of the initial causative insult). This response can be modulated by both over the counter and prescription medications called anti-histamines. However the best way to avoid developing hives again is by identifying what actually caused the response in the first place, and avoiding it in the future. I would recommend making an appointment with an allergist to have them evaluate you and take a thorough history. They may even do some allergy testing at that visit. I hope this was helpful, and I wish you all the best. "
How long does an allergic reaction usually last?,"The length of time that your allergic response lasts depends on a few factors.  The first (and most important factor) is whether or not the reaction you experienced was a classic immune system allergic response.  Other reactions to medications can occur that are not technically allergies.  The second factor that is important is how long the medication you took stays in your system.  Some medications leave your system after a few hours and other stick around for a while.  For most allergic reactions, the initial symptoms begin to go away a few hours after the allergen is removed and should be nearly completely gone after 1-2 days.  If the itchy rash that you have on your arms and hands is <a href=""/procedure/hives-505"">hives</a> (which would indicate a classic allergic reaction), you should see these go away fairly soon.

It would be nice to know if your reaction was an allergic reaction, and if you are allergic to any other medications.  For this reason, I suggest that you schedule an appointment with an allergy specialist.  This is the type of <a href=""/allergists"">doctor</a> who can test you for an allergy to this medication and other medications.  In addition, he or she can provide treatment, should you experience this rash again.  Good luck.  "
What are the chances of anaphylactic shock if I get allergy shots?,"<a href=""/procedure/allergy-shots-1443"">Allergy shots</a> are indeed useful for certain types of allergies, especially nasal allergies and sinus symptoms like the kinds you are experiencing. The principle is that gradual exposure to the allergen that causes the allergic reaction can actually help dampen down the body's reaction. 

Most of the time, allergy shots are really well tolerated, although they can sometimes cause symptoms. In particular, there is a low chance of having a serious anaphylactic reaction to the shots. This usually occurs in the first 30 minutes after getting the shot. For this reason, your <a href=""/allergists"">doctor</a> will keep you in the office under observation for about 30 or 60 minutes after you get the shot to make sure this is not happening to you. 

If you do not have any symptoms in this first period of time after shot administration, then it is unlikely that you will have any. Occasionally, however, there can be a delayed allergy reaction hours afterwards. This is not usually as severe as anaphylaxis, but many <a href=""/allergists"">doctors</a> still give those injectable Epi Pens out as a safety precaution. 

Please talk to your allergy doctor for more specific information about your course of allergy shots and any side effects you might experience. "
Can allergy shots cure a food allergy?,"<a href=""/procedure/allergy-shots-1443"">Allergy shots</a> are a form of desensitization therapy used to help people whose allergies have not been responsive to the usual treatment.  The idea is that if you expose someone to the allergen over and over again, you can cause their body to get used to it and no longer respond with an allergic reaction.  This type of therapy works particularly well for seasonal and environmental allergies.  Unfortunately, there is no role for allergy shots when it comes to treating food allergies.  This is because they don't tend to work very well and would not reduce symptoms to the point where you could begin enjoying strawberries.  For now, your best bet is to avoid them so that you can avoid the reaction.

Since you have a food allergy, it would be best for you to schedule an appointment with an allergist.  The allergy specialist will be able to discuss with you the best treatment options you have for this allergy besides just complete abstinence.  There are other therapies such as biologic agents that may play a role in reducing your symptoms, especially if they are mild to begin with.  In addition, any other allergy that you have can get looked into and treated appropriately.  "
Could a vitamin E deficiency be causing my allergies?,"There is no definitive evidence that vitamin E is related to allergies. I do not believe that there is any reason to suspect that you have a vitamin E deficiency (unless you have specific medical problems), and even if you did, there is no reason to suspect that vitamin E pills would help. There are also side effects of taking excess vitamin E. I would not recommend taking these pills. I would however recommend discussing this with your <a href=""/primary-care-doctors"">primary care doctor</a>. He or she could better evaluate your condition, and potentially provide you with more established treatments for seasonal allergies.

Vitamin E is a fat soluble vitamin that naturally occurs in most diets. Unless you have specifically unusual diet or have problems with absorbing fatty foods -- you should not be deficient in this. Rarely, people with severe pancreatic problems cannot absorb fat well enough -- therefore become deficient in vitamin E. However, if you are not have a history of these condition -- it would be highly unlikely you are deficient in it.

There is no data that vitamin E help with allergies. Allergies occur when the immune system recognizes a substance as foreign and release histamine through a specific pathway. Vitamin E deficiency causes muscle problems, nerve problems and occasional a weakened immune system.

Talk to your doctor. There are good treatments for allergies, but vitamin E is not a known one."
Can you get a blood test to determine if you have a food allergy?,"Food allergies are common.  They are also commonly misunderstood by <a href=""/allergists"">doctors</a> as well as patients.  The diagnosis of food allergy begins with a detailed medical history and physical examination.  While a skin prick test is preferable, a blood test can be used to confirm if you have a food allergy by looking for antibodies.  The most common type of blood test used is the enzyme-linked immunosorbent assay (ELISA or EIA).  It  measures the amount of immunoglobulin (Ig) E antibodies that your body may make in response to a specific allergen.  Obviously, you can just avoid an allergic reaction by staying away from foods that cause signs and symptoms.  However, despite your best efforts, you may accidentally come into contact with a food that triggers the reaction.  Seeking treatment for allergy is important.  You didn't state how severe you are allergic to peanuts.   For a minor allergic reaction, over-the-counter or prescribed antihistamines may help reduce symptoms.  However, antihistamines can't treat a severe allergic reaction.    For a severe allergic reaction, you may need an injection of epinephrine.  Many people carry with them at all times an epinephrine autoinjector (EpiPen, EpiPen Jr.,  Twinject) for an emergency situation.  Peanut allergy is not to be taken lightly.  In bad cases, peanut allergies can trigger a condition called anaphylaxis, which is a sudden, potential life-threatening reaction.  I would recommend a consultation with a <a href=""/primary-care-doctors"">primary care physician</a> or an allergist.  "
What should I do if I'm taking allergy medication but it isn't working?,"The answer to your question depends somewhat on what is causing your allergies.  If your allergies are caused by an environmental factor such as pollen, there are many more options you have to help your symptoms.  The best thing you can do is determine what your allergy is and avoid it if possible.  If this isn't possible, then you can begin looking at other treatments.  If your nose is one of your problems, then you may benefit from a steroid nasal spray that you take daily.  These nasal sprays act to calm down the inflammation in your nose and prevent the symptoms from occurring when you're exposed to the allergen.  It is also possible that you will respond to a different antihistamine.  Perhaps your <a href=""/allergists"">doctor</a> can examine which one you used and prescribe a different one.  If neither of these two options work, then you can look into other possible treatments.

Since you have failed first line treatment for an allergy, you should probably be seen by a specialist.  I suggest that you schedule an appointment with an allergist.  The allergist will be able to perform a more detailed analysis of your allergies and tailor the treatment to your specific situation.  Good luck. "
Could my medication be causing the metallic taste in my mouth?,"There are many things that can cause funny tastes in the mouth, and one of those is definitely starting a new medication. Angiotensing Converting Enzyme Inhibitors (aka, ACE inhibitors or ACE-I) are known for causing this complication. It is thought that they do this by decreasing the amount of zinc available for your taste buds to use. As your taste buds are dependent on zinc, the end result is a sweet, salty, or metallic taste. Unfortunately, there are many other things that can cause changes in taste, and so you will still need to speak with your <a href=""/allergists"">doctor</a>, as some of these could be signs of something serious. Definitely, the chronology of your symptoms and the new medication do make sense, however. The same doctor who prescribed the ACE inhibitor would be a great place to start with this question, as you should never discontinue a medication without consulting your doctor. While there are many options for blood pressure medications, ACE inhibitors have been found to be very effective at decreasing the complications of some disease states, in addition to working well at controlling blood pressure with minimal side effects in many people. Please speak to your doctor. "
