"
		Is there such a thing as adrenal fatigue?
	","
Adrenal fatigue is a term applied to a collection of nonspecific symptoms, such as body aches, fatigue, nervousness, sleep disturbances and digestive problems. The term often shows up in popular health books and on alternative medicine websites, but it isn't an accepted medical diagnosis. 

Your adrenal glands produce a variety of hormones that are essential to life. The medical term adrenal insufficiency, or Addison's disease, refers to inadequate production of one or more of these hormones as a result of an underlying disease. 

Signs and symptoms of adrenal insufficiency include: 

Adrenal insufficiency can be diagnosed by blood tests and special stimulation tests that show inadequate levels of adrenal hormones. 

Proponents of the adrenal fatigue diagnosis claim this is a mild form of adrenal insufficiency caused by chronic stress. The unproven theory behind adrenal fatigue is that your adrenal glands are unable to keep pace with the demands of perpetual fight-or-flight arousal. As a result, they can't produce quite enough of the hormones you need to feel good. Existing blood tests, according to this theory, aren't sensitive enough to detect such a small decline in adrenal function — but your body is. 

It's frustrating to have persistent symptoms your doctor can't readily explain. But accepting a medically unrecognized diagnosis from an unqualified practitioner could be worse. Unproven remedies for so-called adrenal fatigue may leave you feeling sicker, while the real cause — such as depression or fibromyalgia — continues to take its toll. 
"
"
		Is it true that adult acne is the result of a hormonal imbalance in the body? I'm thinking about trying a natural hormone acne treatment.
	","
Hormones likely play a role in the development of adult acne, but hormones generally aren't the root cause of acne.

It's true that some people with hormonal imbalances due to diseases such as polycystic ovary syndrome experience more problems with acne. However, the vast majority of those with adult acne have no measurable hormonal imbalance.

A number of so-called natural acne treatments promise to ""equalize"" hormonal imbalances to reduce adult acne breakouts. But ""natural hormones"" are often derived from plants. Their chemical structure is different from hormones produced in the body, so their effectiveness may be limited. And because hormonal imbalance isn't thought to play a major role in acne anyway, the premise behind such products is shaky at best. 

Also, while the Food and Drug Administration has increased the regulations regarding quality and purity of dietary supplements, they're still subject to far less oversight when it comes to efficacy and safety. 

Adult acne can be a distressing and frustrating problem. Successful treatment of severe adult acne may take months or even years. But the good news is that effective treatments are available. If you're concerned about adult acne, consult a dermatologist to learn more about safe, proven treatments. Also, check with your doctor before taking any dietary supplements, especially if you have any underlying health conditions.
"
"
		My 24-year-old husband has started to wet the bed at night. What causes adult bed-wetting? Should we be concerned about this?
	","
Bed-wetting that starts in adulthood (secondary enuresis) is uncommon and requires medical evaluation.

Causes of adult bed-wetting may include:

Rarely, acute anxiety or other emotional disorders may be the cause of adult bed-wetting.

Tests and procedures used to determine the cause of adult bed-wetting include:

Treatment of adult bed-wetting is directed at the underlying cause, when possible.
"
Can chickenpox cause infertility in an adult male?,"Infectious diseases, such as chickenpox, can affect male fertility in a couple of ways.First, a high fever associated with the illness can temporarily decrease sperm production. Typically, sperm production returns to normal within 90 days after the fever ends.Second, infectious diseases may cause inflammation of the testicle (orchitis). This may result in testicular shrinkage (atrophy) and infertility. However, orchitis is most often associated with mumps or infection of the drainage tube of the testicle (epididymitis). It rarely occurs from chickenpox."
Is it true that circumcision increases sexual pleasure?,"Circumcision is a surgical procedure that involves removing the skin (foreskin) covering the head of the penis. There is much debate about whether circumcision enhances or diminishes sexual pleasure in adult males. Some experts believe that circumcision reduces sensitivity of the tip of the penis and, as a result, decreases sexual pleasure. Others believe it has no effect on sexual sensation or satisfaction."
"
		Which is better — 30 minutes of aerobic exercise every day, or one hour of aerobic exercise three times a week?
	","
Longer, less frequent sessions of aerobic exercise have no clear advantage over shorter, more frequent sessions of activity. Any type of aerobic activity contributes to cardiovascular fitness. In fact, even divided ""doses"" of activity — such as three 10-minute walks spread throughout the day — offer aerobic benefits. What's most important is making regular physical activity part of your lifestyle. 

For most healthy adults, the Department of Health and Human Services recommends: 

If you want to lose weight or meet specific fitness goals, you may need to increase your activity even more. 

The bottom line? The more active you are in general, the greater the benefits — whether you choose longer, less frequent workouts or shorter, more frequent workouts. 
"
"My husband, who is African-American, refuses to wear sunscreen when he is outdoors. He says his naturally dark skin protects him against sun damage. Is he correct? ","No. Everybody should wear sunscreen.Although people with dark skin may not sunburn as easily as those with fair skin, they are still at risk of skin damage from excessive sun exposure. The American Academy of Dermatology recommends routine use of a broad-spectrum sunscreen with a sun protection factor (SPF) of 15 or greater for all people — regardless of skin color.Skin color is determined by the number, distribution and type of pigment-producing cells (melanocytes) in the skin. Dermatologists refer to the degrees of pigmentation in skin as ""skin types."" Skin types range from very little pigment (type 1) to very darkly pigmented (type 6).It is true that dark skin provides some protection against sun damage. People with light skin types have a much higher incidence of skin cancer than do people with dark skin types. But dark skin is not a guarantee against skin cancer. People with dark skin, hair and eyes can — and do — get skin cancer. Particularly vulnerable areas include under the fingernails and toenails, on the palms of the hands and on the soles of the feet — where skin is lighter.Like those with light skin, people with dark skin are also at risk of premature skin aging from excessive exposure to the sun. This includes wrinkles and mottled or uneven skin pigment.So regardless of your skin type, it's important to protect your skin in the sun by limiting sun exposure and wearing sunscreen and sun-protective clothing when outside.Source: American Academy of Dermatology"
"
		Our home was flooded during severe weather. What should we do with the food and medicine that got wet?
	","
After a flood, be cautious about handling foods and medications that were exposed to flood or unsafe municipal water. They may be contaminated with toxins or germs that can cause illnesses, such as hepatitis or gastroenteritis.

Do not eat any food that may have come into contact with flood water. This includes food packed in plastic, paper and cardboard containers that have been water damaged. Discard food and beverage containers with screw caps, snap lids, crimped caps (soda bottles), twist caps, flip tops and home-canned foods, if they have come into contact with flood water. These containers cannot be disinfected. If in doubt, throw it out.

Undamaged, commercially prepared foods in all-metal cans or retort pouches (packages used to seal food for long-term unrefrigerated storage) can be saved if you remove the labels, thoroughly wash and rinse the outside of the containers, and then disinfect them with a sanitizing solution of 1 tablespoon of bleach to 1 gallon of safe drinking water. Be sure to put on new labels or write the food and expiration date on the containers when you're done.

Any medications — pills, liquids, drugs for injection, inhalers or skin medications — that have come into contact with flood or contaminated water should be discarded. The exception to this is drugs that are lifesaving and not easily replaced. In these cases, if the container is contaminated but the contents appear unaffected — for example, the pills are dry — the pills may be used until a replacement can be obtained. However, if a pill is wet, it is contaminated and should be discarded. After a flood, contact your doctor or pharmacist immediately about getting replacement medications.
"
"
		Does air pollution make outdoor exercise risky? What if you have asthma or another health problem?
	","
While aerobic activity is one of the keys to a healthy lifestyle, air pollution and exercise can be an unhealthy combination. This is especially true if you have asthma, diabetes, heart or lung conditions, or lower respiratory disease. 

Even when you're not exercising, exposure to air pollution can cause health problems. But with the combination of air pollution and exercise, the potential health problems are increased. For one thing, during aerobic activity you typically inhale more air, and you breathe it more deeply into your lungs. And because you're likely to breathe mostly through your mouth during exercise, the air you breathe in generally bypasses your nasal passages, which normally filter airborne pollution particles.

Health problems that air pollution is associated with include: 

What's not clear with air pollution and exercise is how much exposure is a danger, or how long you have to be exposed. And because exercise has clear health benefits, don't give up on exercise entirely, unless your doctor has instructed you to. Instead, focus on ways to minimize the risks of the air pollution and exercise combination. 

To limit the effects of air pollution and exercise: 

If you have asthma, diabetes or another condition, check with your doctor about when it's safe for you to exercise. 
"
"
		Is air travel during pregnancy safe, especially near the beginning or end of pregnancy?
	","
Generally, commercial air travel during pregnancy is considered safe for women who have healthy pregnancies. Still, if you're pregnant, it's best to check with your health care provider before you fly. 

For women who have certain conditions — such as sickle cell disease, clotting disorders and placental insufficiency — air travel during pregnancy might increase the risk of complications. In addition, your health care provider might restrict travel of any type after 36 weeks of pregnancy or if you're at risk of preterm delivery.

If your health care provider approves air travel and you have flexibility in your travel plans, the best time to fly might be in the middle of your pregnancy — about weeks 14 to 28. This is when you're likely to feel your best, and the risks of miscarriage and premature labor are the lowest.

When you fly: 

Decreased air pressure during flight may slightly reduce the amount of oxygen in your blood, but this isn't likely to cause problems if you're otherwise healthy. Likewise, the radiation exposure associated with air travel at high altitudes isn't thought to be problematic for most business or leisure travelers. There's a caveat for frequent fliers, however. Pilots, flight attendants and others who fly often might be exposed to more radiation than is considered safe during pregnancy. If you must fly frequently during your pregnancy, discuss it with your health care provider. He or she might limit your total flight time during pregnancy.
"
"
		Is air travel safe for an infant?
	","
Air travel is appropriate for most infants. Before you fly with your baby, however, consider: 

It's also important to think about how you'll occupy your baby during the flight. You might bring on board a teething ring, pacifier, special blanket or stuffed animal, and age-appropriate toys and books. Also be prepared to feed your baby during the flight. Baby formula, baby food, expressed breast milk, juice and water are allowed on board in reasonable quantities, according to the Transportation Security Administration. You can also take your baby out of his or her safety seat for nursing when the crew approves moving throughout the cabin. 
"
Does Airborne cold remedy really prevent colds?,"Some people swear by Airborne, a popular herbal cold remedy that's sold over-the-counter in many drugstores. But there's no conclusive evidence that this product or any of its ingredients prevent colds or shorten their duration.Airborne cold remedy claims to boost your immune system — which supposedly helps you fight off cold germs — with a blend of herbs and vitamins, including magnesium, zinc, selenium, forsythia, echinacea, manganese and vitamins A, C and E. Only three of these ingredients have been studied as possible cold treatments with mixed results:As is often the case with many nutritional supplements, there is just not enough quality research available to make a decision regarding any actual benefits of Airborne. Also, since Airborne is considered a nutritional supplement, it is subject to relatively limited oversight from the Food and Drug Administration. Talk to your doctor before starting any new nutritional supplement."
"
		I'm taking albuterol for mild allergic asthma. Although the albuterol seems to help my symptoms, it affects my mood and ability to concentrate. Is there another medication I can switch to?
	","
Albuterol is commonly used for short-term relief of asthma symptoms. A type of medication known as a short-acting bronchodilator, it eases symptoms by opening the airways during an asthma flare-up. 

Albuterol is usually given with a metered dose inhaler (ProAir HFA, Ventolin HFA, others) and sometimes in tablet or liquid form. Albuterol side effects can include: 

More-serious — though less common — side effects include: 

Albuterol side effects are worse with the liquid or tablet form than with the inhaled form. Also, the risk of albuterol side effects increases with higher doses. 

To ease medication side effects, you may need to try a metered dose inhaler if you are taking the liquid or tablet form. Or it may be worthwhile to try a different quick-relief medication, such as the short-acting bronchodilator levalbuterol (Xopenex) or pirbuterol (Maxair). 

If you use albuterol three or more times a week or have severe asthma symptoms, you probably need to take a long-term asthma medication to better control your asthma. With asthma under better control, you won't need to use albuterol or another quick-relief medication as often. 

Carefully track your asthma, and check with your doctor about any changes that may be needed. Avoid any known asthma triggers. Work with your doctor to make sure you're using the right type and dose of medication to keep your symptoms — and medication side effects — under control. 
"
What is alcohol poisoning? How do you know if someone has alcohol poisoning?,"Alcohol poisoning is a serious — sometimes deadly — result of drinking excessive amounts of alcohol (ethanol). Binge drinking can lead to alcohol poisoning. The effects of alcohol depend on the concentration of alcohol in your blood (blood alcohol level). Factors that affect your blood alcohol level include:Signs and symptoms of alcohol poisoning include:Alcohol is a stomach irritant and may cause vomiting. It also affects your central nervous system — slowing your breathing, heart rate and gag reflex. This increases the risk of choking on vomit if you're passed out from excessive drinking. If you suspect that someone has alcohol poisoning, seek immediate medical care. Blood alcohol level continues to rise even after the person has passed out.Alcohol can also be harmful in smaller amounts if you use it in combination with:"
"
		Does drinking alcohol affect your blood pressure?
	","
Drinking too much alcohol can raise blood pressure to unhealthy levels. Having more than three drinks in one sitting temporarily increases your blood pressure, but repeated binge drinking can lead to long-term increases. 

Heavy drinkers who cut back to moderate drinking can lower their systolic blood pressure (the top number in a blood pressure reading) by 2 to 4 millimeters of mercury (mm Hg) and their diastolic blood pressure (the bottom number in a blood pressure reading) by 1 to 2 mm Hg. Heavy drinkers who want to lower blood pressure should slowly reduce how much they drink over one to two weeks. Heavy drinkers who stop suddenly risk developing severe high blood pressure for several days. 

If you have high blood pressure, avoid alcohol or drink alcohol only in moderation. Moderate drinking is generally considered to be: 

A drink is 12 ounces (355 milliliters) of beer, 5 ounces (148 milliliters) of wine or 1.5 ounces (44 milliliters) of 80-proof distilled spirits. 

Keep in mind that alcohol contains calories and may contribute to unwanted weight gain — a risk factor for high blood pressure. Also, alcohol can interfere with the effectiveness and increase the side effects of some blood pressure medications. 
"
I recently read a book that advocates a nutrition-based approach using supplements to treat alcoholism. The theory is that alcoholism is mainly a physiological problem and not a mental health problem. What is your opinion of this type of alcoholism treatment approach?,"Because people with alcoholism tend to eat poorly, a common-sense approach to good nutrition is an important part of alcoholism treatment. But there's no credible scientific evidence that any specific nutritional approach is a cure for alcoholism or even a critical part of the recovery process.Alcoholism is a complex illness influenced by genetic, psychological and social factors. When you become addicted to alcohol, irreversible biological changes occur in your brain, which impair your ability to control your use of alcohol. Even if you've been sober for years, a return to drinking can rapidly lead to impaired control and the biological, psychological and social consequences of alcoholism.Research has shown that there's no clear ""alcoholic personality"" that predisposes you to alcoholism. But addiction is very much a mental health problem — and, like all mental health problems, has physical as well as psychological components to it.Replacement of some specific vitamins and minerals may be important in treating nutritional deficiencies in some individuals. However, the most effective approach to alcoholism treatment involves reducing the shame and isolation that accompanies addiction, treating co-existing medical and psychiatric conditions, directly addressing the craving of alcohol, and creating sober, viable, social support networks."
"
		Is alkaline water better for you than plain water?
	","
For most people, plain water is best. 

Because alkaline water has a higher pH level than does plain tap water, proponents say that it can neutralize acid in your bloodstream, boost your metabolism and help your body absorb nutrients more effectively. Some even say that alkaline water can help prevent disease and slow the aging process. However, researchers haven't verified these claims.

Some studies suggests that alkaline water may help slow bone loss, but further investigation is needed to determine if this influences overall bone mineral density and if the benefit is maintained over the long term. 
"
"
		Is it safe to take Claritin or other allergy medications during pregnancy?
	","
Allergy medications are sometimes recommended during pregnancy. Before you take any medication during pregnancy, however, it's important to weigh the severity of your symptoms against the possible risks to your baby. 

For example, loratadine (Claritin, Alavert) is considered a category B drug — which means that animal studies haven't shown any risks to unborn babies whose mothers take the drug. Although there are no guarantees about safety during pregnancy, drugs in this class are often the best option when medication is needed during pregnancy. 

If you're struggling with allergy symptoms, it might help to: 

If these tips don't relieve your allergy symptoms, remember that allergy medications aren't necessarily off-limits during pregnancy. Work with your health care provider to choose the safest medication for you and your baby. 
"
What is Alport syndrome? How is it treated?,"Alport syndrome includes a group of disorders that affect the cell membranes of the kidneys and often the eyes and ears. This rare, inherited disorder damages the internal structures of the kidney (glomeruli) and impairs their function (glomerulonephritis), which may lead to kidney failure.Alport syndrome primarily affects males because the genetic defect is on the X chromosome. In females with the gene defect, the disorder is mild — causing few, if any, signs or symptoms. Women can transmit the abnormal gene to their children, even if they have no signs or symptoms themselves. Male children have a 50 percent chance of inheriting the defect from a mother who has the abnormal gene. In males, the signs and symptoms are more severe and progress at a faster rate.Signs and symptoms of Alport syndrome include:A doctor may confirm a diagnosis of Alport syndrome by:There's no cure for Alport syndrome. Treatment is directed at controlling blood pressure. In severe cases, kidney dialysis or transplantation may be needed."
"I'm a mountain climber. Many times, I've climbed to elevations above 8,000 feet, but I have no memory of reaching the peaks of these mountains afterwards. What causes this?","The higher you climb above sea level, the less oxygen you have to breathe. At altitudes above 8,000 feet (2,424 meters, or m), the oxygen level becomes very low. If you normally live at or near sea level, your body simply isn't used to working with so little oxygen. This is why mountain climbers, hikers and skiers who ascend too rapidly to altitudes above 8,000 feet (2,424 m) may be affected by altitude sickness — which can cause, among other symptoms, amnesia and memory loss.There are three main types of altitude illnesses:Amnesia or memory loss can occur in conjunction with all three types of altitude illness. This may be due to the effects of oxygen deficiency, low body temperature (hypothermia) or certain medications. Amnesia may also occur after return from altitudes above 16,500 feet (5,000 m).To avoid altitude illnesses, take the following steps:"
My mother-in-law has dementia and repeats the same questions over and over. What is the best way to respond?,"Repeating questions is a very common behavior in people with impaired memory. Some Alzheimer's caregivers cope with this problem by answering the question each time — recognizing that the interchange is simply a way for the confused person to seek reassurance. However, this requires tremendous patience.Another technique to try: If your mother-in-law has retained her ability to read, write the answer to the repeated question on an index card. Give the index card to your mother-in-law, and when she repeats the question, tell her — in a very matter-of-fact tone — to check the index card. After a number of reminders, your mother-in-law may eventually learn to check the card to receive reassurance, instead of repeating the question to you."
"
		Can exercise prevent memory loss and improve cognitive function?
	","
Yes, it might. Exercise has many known benefits, including reducing the risk of cardiovascular disease and diabetes, strengthening the bones and muscles, and reducing stress. It also appears that regular physical activity benefits the brain. Studies show that people who are physically active are less likely to experience a decline in their mental function and have a lowered risk of developing Alzheimer's disease.

Exercising several times a week for 30 to 60 minutes may: 

Physical activity seems to help the brain not only by keeping your blood flowing. It also increases chemicals that protect the brain and tends to counter some of the natural reduction in brain connections that occurs with aging.

More research is needed to know to what degree adding physical activity improves memory or slows the progression of cognitive decline. Nonetheless, regular exercise is important to stay physically and mentally fit. 
"
"Is it true that Alzheimer's disease advances more slowly in people with higher IQs? My father, who is a Ph.D., has had this disease for nine years and can still function pretty well.","Not everyone with Alzheimer's disease will experience the same symptoms or progress at the same rate.Some researchers believe that people with higher IQs or advanced education are more resilient to dementia than are those with lower IQs or less education. Other researchers argue that advanced education gives a person more experience with the types of memory and thinking tests used to measure dementia. This advanced level of education simply may help some people hide their condition longer. As a result, by the time such a person is diagnosed, he or she may actually decline more rapidly because the disease is more advanced at that point.There's no evidence that high IQ or advanced education increases life span or survival rates in people with Alzheimer's disease."
